title,url,ingredients,steps,uuid
Arepa de Huevo,https://www.mycolombianrecipes.com/es/arepa-de-huevo/,"1 taza de harina de maÃ­z Masarepa
Â½ cucharadita de sal
Â½ cucharadita de azÃºcar
1 taza de agua tibia
Aceite vegetal para freÃ­r
4 huevos","En un tazÃ³n mediano, mezcle la Masarepa, la sal y el azuÃºcar con un tenedor. Agregar el agua caliente y mezclar con las manos para formar la masa. Dejar reposar durante 5 minutos.
Divida la mezcla en 4 porciones iguales y forma cada porciÃ³n en una bola rodanda con las palmas de sus manos.
Coloque un pedazo de papel de pergamino o de plÃ¡stico en una tabla de cocina, colocar la bola de masa y cubrir con otra hoja de papel o plÃ¡stico y con una cubierta olla plana aplanar, aproximadamente Â½ de pulgada de espesor .
Calentar el aceite en una olla grande a 350 Â° F. Agregue las arepas en el aceite caliente, una por una, freÃ­r durante 3 minutos dando vueltas una vez .
Con una cuchara ranurada,retire con cuidado las arepas del aceite y escurra en papel toalla.
Cuando la arepa este lo suficientemente frÃ­a como para tocarla, usando cuchillo afilado hacer una abertura de aproximadamente 1 Â½ pulgadas de largo en un lado de la arepa, cortando a la mitad de la arepa sin cortar hasta el final, como haciendo un bolsillo.
Ponga 1 huevo en una pequeÃ±a cazuela y verter con cuidado el huevo en el bolsillo de la arepa. Tome un pequeÃ±o trozo de la masa que tenÃ­a a un lado y cerrar la arepa . Agregue los arepa rellenas de huevo al aceite caliente y freÃ­r una vez mÃ¡s durante unos 4 minutos, para cocinar el huevo.
Con una cuchara de ranuras, retire las arepas del aceite y escurrir sobre papel de cocina y servir de inmediato .",86af71c2-e16a-11ed-a792-a96d6180cd25
Pescado Aborrajado,https://www.mycolombianrecipes.com/es/pescado-aborrajado/,"1 huevo batido
4 cucharadas de harina de trigo para todo uso
Â½ cucharada de sazÃ³n con color
Â¼ de taza de leche
Sal y pimienta
4 filetes de bacalao o trucha
Sal y pimienta
Â½ cucharadita de comino molido
Aceite vegetal o de canola para cocinar el pescado","Hacer la masa: En un tazÃ³n, mezclar el huevo batido, harina, sazÃ³n con color, leche, sal y pimienta. Batir para hacer una masa suave.
Sazone el pecado con sal, pimienta y comino molido. Sumerja los filetes de pescado en la mezcla, dejando gotear el exceso.
Caliente aceite en una sartÃ©n. FreÃ­r el pescado durante unos 5 a 7 minutos hasta que estÃ©n crujientes y dorados. Retire el pescado y coloque sobre toallas de papel. Sazone con sal y pimienta y sirva caliente.",86af71c3-e16a-11ed-aeb2-a96d6180cd25
Estofado de Res,https://www.mycolombianrecipes.com/es/estofado-de-res/,"2 libras de carne de res cortada en cubos
2 cucharadas de aceite vegetal
2 cucharadas de harina de trigo
1 diente de ajo picado
1 taza de cebolla blanca picada
2 zanahorias grandes cortadas en tajadas
Sal
4 tazas de caldo de carne
1 hoja de laurel
1 taza de salsa de tomate
Â½ cucharadita de comino en polvo
2 papas grandes peladas y cortadas en trozos pequeuÃ±os","Calentar el aceite en una olla grande a fuego medio. AÃ±adir la cebolla, el ajo y cocine durante unos 4 minutos o hasta que las cebolla estÃ© transparente.
Cubra los trozos de carne con la harina y aÃ±adir a la olla, revolviendo ocasionalmente, hasta que estÃ©n ligeramente dorados.
Agregue la salsa de tomate, caldo de carne, la hoja de laurel, sal, comino en polvo y llevar a hervir, baje el fuego a medio-bajo, tapar y dejar cocinar durante aproximadamente 1 hora y 10 minutos o hasta que la carne estÃ© blanda.
AÃ±adir las papas y las zanahorias. Tape y cocine por 30 minutos mÃ¡s o hasta que las papas y las zanahorias estÃ©n blandas. Servir con arroz blanco.",86af71c4-e16a-11ed-9cbf-a96d6180cd25
CapÃ³n Relleno,https://www.mycolombianrecipes.com/es/capon-relleno/,"1 muchacho posta o capÃ³n de 3 a 4 libras entero
4 dientes de ajo
1 taza de cebolla picada
2 cebollas largas
Sal y pimienta
2 zanahorias peladas y cortadas en cubitos
Â½ cucharada de comino molido
3 huevos cocinados duros","Coloque la sal, la pimienta, la cebolla, el ajo y las cebolla larga en un procesador de alimentos.
Para crear la cavidad para el relleno, utilice un cuchillo largo y hacer un agujero a travÃ©s del centro de la carne haciendo una ranura longitudinal y sacando parte de la carne desde el centro y reservar para el relleno.
Frote la mitad de la mezcla de cebolla y colocar la carne en una bolsa y refrigerar durante la noche.
Rellene la carne con la carne, las zanahorias, los huevos y la mitad de la mezcla de cebolla, empujando con los dedos para asegurarse de que el relleno vaya hasta el fondo. Atar el extremo de la carne para que el relleno no se salga.
Envolver la carne con papel plÃ¡stico y papel de aluminio, colocar en una olla y cubrir con agua y sal.
Tapar y cocinar a fuego medio durante aproximadamente 3 horas. AÃ±adir mÃ¡s agua si es necesario.",86af71c5-e16a-11ed-bdfb-a96d6180cd25
Bistec a Caballo,https://www.mycolombianrecipes.com/es/bistec-a-caballo/,"2 libra de bistec de falda y cortado en 4 porciones iguales
1 Â½ cucharadas de aceite de oliva
1 diente de ajo picado
2 cucharadas de mostaza
1 cucharadita de orÃ©gano seco
1 cucharada de comino molido
Sal y pimienta al gusto
2 cucharadas de cilantro fresco picado
1 taza de hogao Ver la receta aquÃ­
4 huevos fritos","Coloque los filetes entre plastico, golpee hasta que cada pedazo de carne quede bien delgado.
Coloque los filetes machacados en una bolsa de plÃ¡stico con cierre. AÃ±adir la mostaza, orÃ©gano, comino, ajo, cilantro, sal y pimienta. Refrigerar por 1 hora o toda la noche. AsegÃºrese de que la carne estÃ¡ cubierta de manera uniforme.
En una sartÃ©n grande, caliente el aceite de oliva a fuego medio. Coloque los filetes en la sartÃ©n y cocine por 3 minutos por cada lado.
Para servir: Verter hogao sobre los filetes y poner encima un huevo frito.",86af71c6-e16a-11ed-abc5-a96d6180cd25
Sopa de Lentejas y Pollo,https://www.mycolombianrecipes.com/es/sopa-de-lentejas-y-pollo/,"1 taza de cebolla picada
2 dientes de ajo picados
3 cebollas largas picadas
1 Â¼ taza de lentejas secas
Sal y pimienta al gusto
1 taza de papa pelada y cortada en cubitos
Â¼ cucharadita de comino en polvo
2 zanahorias peladas y cortadas en cubitos
2 cucharadas de pasta de tomate
8 tazas de caldo de pollo
2 pechugas de pollo grande deshuesadas y sin piel","Coloque la cebolla, el ajo y las cebolla larga en una licuadora con 1 taza de caldo de pollo, mezcle hasta que todo estÃ© mezclado.
Coloque en una olla y agregue el resto del caldo de pollo y las lentejas, luego lleve a hervir.
Reduzca el fuego y agregue la papa, el comino, las zanahorias, la pasta de tomate y el pollo y continÃºe cocinando durante aproximadamente 45 minutos o hasta que las lentejas estÃ©n blandas. Retire las pechugas de pollo y colÃ³quelas en un plato para enfriar. Desmechar el pollo y regrÃ©selo a la olla. Sazonar con sal y pimienta y servir con arroz.",86af71c7-e16a-11ed-8664-a96d6180cd25
Cazuela de Mariscos Colombiana,https://www.mycolombianrecipes.com/es/cazuela-de-mariscos-colombiana/,"1 cucharada de mantequilla
1 cucharada de aceite de oliva
Â½ taza de pimientÃ³n verde picado
Â½ taza de pimientÃ³n rojo picado
1 taza de cebolla picada
2 dientes de ajo picado
1 taza de zanahoria rallada
1 pastilla de caldo de pescado
Â½ cucharadita de pimentÃ³n
4 tazas de crema de leche
1 lata 13,5 oz de leche de coco
â…“ taza de vino blanco
2 libras de camarones jumbo pelados y limpios
12 almejas littleneck limpias
2 libras de pescado cortado en trozos
1 cucharada de cilantro fresco picado
1 cucharada de perejil fresco picado
1 cucharada de pasta de tomate","En una cacerola grande, a fuego medio, caliente el aceite de oliva y la mantequilla.
AÃ±adir la cebolla, el pimientÃ³n rojo, el ajo, el pimientÃ³n verde y la zanahoria y saltear hasta que estÃ©n tiernos y translÃºcido, a unos 10 minutos, revolviendo ocasionalmente. AÃ±adir sal y pimienta.
AÃ±adir la crema, el caldo de pescado, leche de coco, poner a hervir. Agregar los mariscos y cubrir. Reducir el calor y cocinar unos 2 minutos hasta que las almejas esten abiertas. Retire del fuego y deseche todas las almejas sin abrir.
AÃ±adir la pasta de tomate y el vino, cocine a fuego lento durante 20 minutos.
Adorne con cilantro fresco y perejil y servir caliente",86af71c8-e16a-11ed-a535-a96d6180cd25
Arroz Atollado de Pollo y Chorizo,https://www.mycolombianrecipes.com/es/arroz-atollado-de-pollo-y-chorizo/,"3 pechugas de pollo con hueso 8 y muslos de pollo o las piernas
Â½ taza de salsa de aliÃ±os ver receta aquÃ­
7 tazas de agua
3 cucharadas de aceite vegetal
1 taza de tomates frescos picados
5 cebollas largas picadas
2 dientes de ajo picados
1 pimentÃ³n rojo pequeÃ±o cortado en cubitos
1 cucharadita de polvo de achiote
Sal al gusto
Â½ cucharadita de comino molido
Pimienta molida fresca
Â¼ taza de cilantro fresco picado
2 chorizos desmenuzados
2 tazas de arroz blanco
2 tazas de papas peladas y cortadas en 1 y Â½ pulgadas piezas
3 cucharadas de cilantro fresco picado para adornar","Para cocinar el pollo : Caliente el aceite en una olla grande y a fuego medio. AÃ±adir los muslos de pollo y cocine de 2 a 3 minutos por cada lado, hasta esten dorados. Agregue la pechuga de pollo y el agua. Tapar y cocinar durante unos 30 minutos.
Mientras el pollo se cocina haga que el hogao : En una sartÃ©n grande a fuego medio- bajo, agregue 3 cucharadas de aceite vegetal, los tomates , la cebolla , el ajo , el pimientÃ³n rojo , el achiote , sal, pimienta negra , comino y cilantro. Cocine durante 10 a 15 minutos, revolviendo con frecuencia . Retirar del fuego y reservar.
Para hacer el arroz : Retire el pollo del lÃ­quido y reservar. Colar el caldo y medir 4 Â½ tazas , si usted no tiene suficiente caldo aÃ±adir mÃ¡s agua. Usando un tenedor o con las manos desmechar la pechuga de pollo y reservar.
En una olla grande , agregue el hogao y el chorizo y cocine por 2 minutos , agregar el arroz y mezclar bien. AÃ±adir el caldo y llevar a hervir . Luego, reduzca el fuego a bajo , agregue el pollo y las papas , revuelva bien y cocine a fuego lento durante unos 30 minutos.
Retirar del fuego , espolvorear con cilantro fresco , aÃ±adir los muslos de pollo y servir., add shredded chicken and potatoes, stir well and simmer for about 30 minutes.",86af71c9-e16a-11ed-bf34-a96d6180cd25
Cazuela de Pollo y Coco,https://www.mycolombianrecipes.com/es/cazuela-de-pollo-y-coco/,"4 cucharadas de mantequilla
Â½ taza de cebolla finamente picada
1 pimentÃ³n rojo pequeÃ±o picado
2 cebollas largas picadas
1 zanahoria grande pelada y rallada
Â¼ cucharadita de comino molido
Â¼ cucharadita de achiote molido o color
2 papas amarillas peladas y cortadas en trozos
4 tazas de caldo de pollo
2 pechugas de pollo cortada en cubitos
2 cucharadas de pasta de tomate
2 mazorcas de maÃ­z cortadas en trozos o granos
2 tazas de leche de coco
Â½ taza de crema de leche
1 taza de arvejas
Sal y pimienta al gusto
Cilantro fresco picado para servir","En una olla mediana, derrita la mantequilla a fuego medio. AÃ±adir la cebolla, pimentÃ³n rojo, cebolla larga, zanahorias, comino y achiote. Cocine hasta que estÃ©n suaves, unos 3 a 5 minutos.
AÃ±adir las papas, pechuga de pollo, pasta de tomate y el caldo, aumentar el fuego a medio-alto y llevar a hervir. Baje el fuego y cocine a fuego lento con la olla parcialmente cubierta hasta que las papas estÃ©n tiernas, unos 20 a 30 minutos.
AÃ±adir la leche de coco y el  maÃ­z, continuar la cocciÃ³n a fuego lento durante otros 5 a 10 minutos. AÃ±adir la crema, las arvejas y cocinar por otros 5 minutos. AÃ±adir sal y pimienta al gusto. TambiÃ©n puede aÃ±adir mÃ¡s leche de coco o caldo si la sopa estÃ¡ demasiado espesa. Agregar el cilantro fresco y servir.",86af71ca-e16a-11ed-8ad2-a96d6180cd25
Sopa de Arroz y Frijoles,https://www.mycolombianrecipes.com/es/sopa-de-arroz-y-frijoles/,"Â½ libra de frijoles canarios secos remojados durante la noche
1 taza de salsa aliÃ±os ver receta aquÃ­
8 tazas de caldo de carne o vegetales
Â½ taza de arroz crudo enjuagado y escurrido
2 zanahorias medianas peladas y rebanadas
Â½ cucharadita de comino molido
Â½ taza de hogao vea la receta aquÃ­
Sal y pimienta a su gusto
Cilantro fresco
Chorizo cocido para servir opcional","Lavar los frijoles bien. En una olla grande a fuego medio, agregue los frijoles, el caldo, la salsa aliÃ±os y las zanahorias. Ligeramente cubra y cocine a fuego lento durante 1 Â½ horas.
AÃ±adir el comino molido, hogao, arroz y cilantro. Cocine a fuego lento durante 30 minutos mÃ¡s o hasta que los frijoles estÃ©n tiernos.Sazone con sal y pimienta y servir.",86af71cb-e16a-11ed-bab4-a96d6180cd25
Sopa de Arroz con Carne en Polvo,https://www.mycolombianrecipes.com/es/sopa-de-arroz-con-carne-en-polvo/,"Â¾ de taza de arroz sin cocinar
1 taza de salsa de aliÃ±os ver receta aquÃ­
1 cucharadita de comino molido
1 cucharadita de achiote molido o sazÃ³n con color
8 tazas de caldo de pollo o carne de res
2 papas peladas y cortadas en cubitos
1 taza de zanahorias peladas y cortadas en cubitos
1 taza de arvejas frescas o congeladas
Â¼ taza de cilantro finamente picado
Sal y pimienta al gusto
1 taza de salsa de hogao ver receta aquÃ­
Carne en polvo ver receta aquÃ­","Coloque todos los ingredientes de la sopa en una olla mediana. Llevar a hervir y reduzca el fuego a medio. Cocinar por unos 35 minutos, revolviendo de vez en cuando o hasta que las zanahorias estÃ©n blandas.
Agregar el cilantro picado y servir en un tazÃ³n con hogao, carne en polvo, aguacate y ajÃ­.",86af71cc-e16a-11ed-8af4-a96d6180cd25
Sopa de Arroz con Pollo,https://www.mycolombianrecipes.com/es/sopa-de-arroz-con-pollo/,"8 muslos de pollo o 4 pechugas
7 tazas de agua
1 tableta de caldo de pollo
Â¼ taza de salsa de aliÃ±os ver la receta
2 papas blancas medianas cortadas en cubitos
Â½ taza de arroz de grano largo blanco
Â½ taza de arvejas
Â½ taza de zanahorias en cubitos
Â¼ taza de cilantro fresco","En una olla grande colocar todos los ingredientes, excepto el arroz y el cilantro. Llevar a hervir y luego reducir el fuego a bajo y cocine a fuego lento durante 45 minutos.
Ã±adir el arroz y continÃºe cocinando a fuego lento durante 15 a 20 minutos mÃ¡s o hasta que el arroz estÃ© blando. Retire el pollo de la olla, retire la piel y deshuesar, rompiendo la carne en pedazos y devolver la carne a la sopa. Sazone con sal y pimienta. AÃ±ada el cilantro y sirva.",86af71cd-e16a-11ed-b708-a96d6180cd25
Sopa de PatacÃ³n,https://www.mycolombianrecipes.com/es/sopa-de-patacon/,"8 tazas de caldo de res
1 cucharada de aceite
1 taza de cebolla picada
3 dientes de ajo picados
3 cebollas verdes finamente picadas
Media taza de pimentÃ³n rojo cortado en cubitos
Sal y pimienta al gusto
Media cucharadita de comino molido
Un cuarto de cucharadita de achiote
12 patacones cocidos tostones (Mira la receta aquÃ­)
Cilantro fresco para adornar","Calentar el aceite a fuego medio en una olla grande, agregue la cebolla, el ajo, la cebolla larga, el pimentÃ³n, el comino y el achiote. Cocine por 5 minutos, revolviendo con frecuencia.
AÃ±adir el caldo de carne a la olla y llevar a hervir. Reduzca el fuego a medio y cocinar por 20 minutos.
AÃ±adir los patacones y cocine a fuego lento durante unos 10-15 minutos, tenga mucho cuidado al revolver la sopa, para evitar romper los patacones.
Espolvoree el cilantro por encima y servir caliente.",86af71ce-e16a-11ed-b2f6-a96d6180cd25
Sancocho de Gallina o Valluno,https://www.mycolombianrecipes.com/es/sancocho-de-gallina-o-valluno/,"3 ears fresh corn cut into 3 pieces
12 cups of water
Â½ cup aliÃ±os
1 big whole chicken
1 teaspoon salt
2 green plantains peeled and cut crosswise into 2 inch pieces
2 chicken bouillon cubes
6 medium white potatoes peeled and cut in half
1 pound frozen yuca cut into big pieces
Â¼ cup chopped fresh cilantro
Â¼ teaspoon ground pepper","In a large pot, place the chicken, corn, aliÃ±os, chicken bouillon, salt and green plantain. Add the water and bring to a boil, then cover and reduce heat to medium and cook for about 30 to 35 minutes.
Add the potatoes, yuca and pepper and continue cooking for 30 more minutes or until the yuca and potatoes are fork tender. Stir in the cilantro.
Taste and adjust the seasoning. Serve in large soup bowls, dividing the chicken and vegetables evenly.  Sancocho de Gallina o Pollo",86af71cf-e16a-11ed-ac0d-a96d6180cd25
Sopa de Verduras,https://www.mycolombianrecipes.com/es/sopa-de-verduras/,"1 taza de cebolla finamente picada
2 cucharadas de aceite de oliva
10 tazas de caldo verduras o caldo de pollo
1 hoja de laurel
3 Â½ tazas de vegetales mixtos congelados (maÃ­z habichuelas, arverjas y zanahorias 
2 tazas de papas peladas y cortadas en cubos
Â½ de taza de hojas de cilantro picado
Sal y pimienta al gusto
Â½ cucharadita de comino molido
1 cucharadita de SazÃ³n con azafran para el color","Calentar el aceite de oliva en una olla grande a fuego medio; agregar la cebolla y cocinar hasta que empiece a ablandarse, unos 5 minutos.
AÃ±adir el caldo, el laurel, verduras mixtas, las papas, el comino, el sazÃ³n, la sal y la pimienta.
Cocine unos 25 a 30 minutos o hasta que las verduras estÃ©n blandas. Retire del fuego, descarte la hoja de laurel, sazonar al gusto y aÃ±adir el cilantro picado.",86af71d0-e16a-11ed-b080-a96d6180cd25
